symbol,date,open,high,low,close,volume,change,changePercent,vwap
^IXIC,2018-01-30,7388.89,7433.65,7373.99,7402.48,2183420000,13.59,0.18392,7399.7525
^IXIC,2018-01-31,7443.25,7453.99,7381.12,7411.48,2428990000,-31.77,-0.42683,7422.46
^IXIC,2018-02-01,7377.17,7441.09,7362.28,7385.86,2311180000,8.69,0.1178,7391.6
^IXIC,2018-02-02,7347.59,7364.43,7238.18,7240.95,2607160000,-106.64,-1.45136,7297.7875
^IXIC,2018-02-05,7165.96,7277.36,6967.53,6967.53,3143210000,-198.43,-2.76906,7094.595
^IXIC,2018-02-06,6837.56,7126.55,6824.82,7115.88,3148270000,278.32,4.07046,6976.2025
^IXIC,2018-02-07,7086.2,7170.33,7051.53,7051.98,2380020000,-34.22,-0.48291,7090.01
^IXIC,2018-02-08,7067.3,7073.99,6776.77,6777.16,2730740000,-290.14,-4.10539,6923.805
^IXIC,2018-02-09,6863.34,6917.01,6630.67,6874.49,3165330000,11.15,0.16246,6821.3775
^IXIC,2018-02-12,6936.68,7023.62,6879.69,6981.96,2250650000,45.28,0.65276,6955.4875
^IXIC,2018-02-13,6942.16,7025.68,6938.16,7013.51,1830320000,71.35,1.02778,6979.8775
^IXIC,2018-02-14,6979.24,7152.05,6977.07,7143.62,2217630000,164.38,2.35527,7062.995
^IXIC,2018-02-15,7200.75,7256.93,7130.39,7256.43,2124060000,55.68,0.77325,7211.125
^IXIC,2018-02-16,7236.51,7303.26,7226.38,7239.47,2037710000,2.96,0.0409037,7251.405
^IXIC,2018-02-20,7209.03,7295.95,7206.0,7234.31,2196021800,25.28,0.35067,7236.3225
^IXIC,2018-02-21,7258.48,7338.64,7218.11,7218.23,1956120000,-40.25,-0.55452,7258.365
^IXIC,2018-02-22,7252.46,7280.93,7194.84,7210.09,1927580000,-42.37,-0.58422,7234.58
^IXIC,2018-02-23,7261.35,7337.83,7232.5,7337.39,1887540000,76.04,1.04719,7292.2675
^IXIC,2018-02-26,7373.3,7421.85,7360.25,7421.46,1876560000,48.16,0.65317,7394.215
^IXIC,2018-02-27,7416.17,7438.09,7330.35,7330.35,2162250000,-85.82,-1.1572,7378.74
^IXIC,2018-02-28,7371.41,7386.8,7273.01,7273.01,2384940000,-98.4,-1.33489,7326.0575
^IXIC,2018-03-01,7274.75,7307.84,7117.66,7180.56,2499010000,-94.19,-1.29475,7220.2025
^IXIC,2018-03-02,7099.54,7267.19,7084.83,7257.87,2291480000,158.33,2.23014,7177.3575
^IXIC,2018-03-05,7222.89,7350.07,7205.31,7330.7,2076870000,107.81,1.49262,7277.2425
^IXIC,2018-03-06,7366.61,7378.03,7319.68,7372.01,2132920000,5.4,0.07330373,7359.0825
^IXIC,2018-03-07,7311.74,7403.79,7311.74,7396.65,2198610000,84.91,1.16128,7355.98
^IXIC,2018-03-08,7422.77,7435.01,7391.5,7427.95,2277740000,5.18,0.06978527,7419.3075
^IXIC,2018-03-09,7475.98,7560.81,7469.03,7560.81,2310050000,84.83,1.1347,7516.6575
^IXIC,2018-03-12,7581.04,7609.1,7563.44,7588.32,2314480000,7.28,0.09602904,7585.475
^IXIC,2018-03-13,7627.52,7637.27,7492.98,7511.01,2459220000,-116.51,-1.5275,7567.195
^IXIC,2018-03-14,7539.78,7544.89,7473.9,7496.81,2112950000,-42.97,-0.56991,7513.845
^IXIC,2018-03-15,7509.24,7525.44,7463.18,7481.74,2008290000,-27.5,-0.36622,7494.9
^IXIC,2018-03-16,7504.37,7514.21,7473.68,7481.99,3089970000,-22.38,-0.29823,7493.5625
^IXIC,2018-03-19,7419.2,7421.23,7285.27,7344.24,2352810000,-74.96,-1.01035,7367.485
^IXIC,2018-03-20,7353.25,7380.74,7331.24,7364.3,1976000000,11.05,0.15027,7357.3825
^IXIC,2018-03-21,7347.5,7415.66,7325.35,7345.29,1999230000,-2.21,-0.03007826,7358.45
^IXIC,2018-03-22,7257.55,7303.19,7164.38,7166.68,2370970000,-90.87,-1.25208,7222.95
^IXIC,2018-03-23,7170.68,7194.31,6992.67,6992.67,2455760000,-178.01,-2.48247,7087.5825
^IXIC,2018-03-26,7125.2,7225.83,7022.34,7220.54,2341370000,95.34,1.33807,7148.4775
^IXIC,2018-03-27,7255.47,7255.54,6963.68,7008.81,2347480000,-246.66,-3.39964,7120.875
^IXIC,2018-03-28,6978.3,7036.09,6901.07,6949.23,2551950000,-29.07,-0.41658,6966.1725
^IXIC,2018-03-29,6984.65,7120.46,6935.78,7063.44,2593390000,78.79,1.12805,7026.0825
^IXIC,2018-04-02,7016.17,7044.71,6805.96,6870.12,2402670000,-146.05,-2.08162,6934.24
^IXIC,2018-04-03,6924.35,6963.71,6835.23,6941.28,2330900000,16.93,0.2445,6916.1425
^IXIC,2018-04-04,6811.77,7059.29,6811.77,7042.11,2261580000,230.34,3.3815,6931.235
^IXIC,2018-04-05,7099.25,7112.38,7036.62,7076.55,2153030000,-22.7,-0.31975,7081.2
^IXIC,2018-04-06,6999.57,7066.64,6877.76,6915.11,2359780000,-84.46,-1.20665,6964.77
